user_id,total_comments,harmful_comments,avg_severity,harmful_ratio
84,6,5,1.8333333333333333,0.8333333333333334
85,7,5,1.5714285714285714,0.7142857142857143
86,3,2,1.3333333333333333,0.6666666666666666
87,7,4,1.4285714285714286,0.5714285714285714
88,5,4,1.8,0.8
89,7,3,0.7142857142857143,0.42857142857142855
90,6,4,1.8333333333333333,0.6666666666666666
91,2,2,2.0,1.0
92,5,3,0.6,0.6
93,3,2,1.3333333333333333,0.6666666666666666
94,5,5,1.6,1.0
95,10,5,1.1,0.5
96,4,4,2.25,1.0
97,9,6,1.4444444444444444,0.6666666666666666
98,4,1,0.5,0.25
99,6,4,1.6666666666666667,0.6666666666666666
100,4,3,1.5,0.75
101,4,2,0.5,0.5
102,8,8,2.0,1.0
103,8,6,1.5,0.75
104,4,1,0.5,0.25
105,7,3,0.8571428571428571,0.42857142857142855
106,4,2,1.25,0.5
107,2,1,0.5,0.5
108,3,1,0.6666666666666666,0.3333333333333333
109,4,2,1.0,0.5
110,5,3,1.4,0.6
111,3,1,1.0,0.3333333333333333
112,11,8,1.5454545454545454,0.7272727272727273
113,6,4,1.1666666666666667,0.6666666666666666
114,7,5,1.5714285714285714,0.7142857142857143
115,4,3,1.5,0.75
116,4,2,0.75,0.5
117,2,2,3.0,1.0
118,5,3,1.2,0.6
119,3,3,1.3333333333333333,1.0
120,8,4,0.875,0.5
121,6,1,0.3333333333333333,0.16666666666666666
122,3,3,2.0,1.0
123,3,3,1.3333333333333333,1.0
124,8,8,2.125,1.0
125,6,6,2.1666666666666665,1.0
126,1,0,0.0,0.0
127,3,1,0.6666666666666666,0.3333333333333333
128,7,4,1.0,0.5714285714285714
129,3,3,2.6666666666666665,1.0
130,6,4,1.3333333333333333,0.6666666666666666
131,3,2,1.0,0.6666666666666666
132,7,5,1.5714285714285714,0.7142857142857143
133,10,6,1.0,0.6
134,8,6,1.375,0.75
135,4,3,1.0,0.75
136,12,10,1.8333333333333333,0.8333333333333334
137,7,5,1.4285714285714286,0.7142857142857143
138,3,1,0.3333333333333333,0.3333333333333333
139,5,3,1.2,0.6
140,5,2,0.4,0.4
141,3,3,2.0,1.0
142,11,6,1.0909090909090908,0.5454545454545454
143,2,2,2.0,1.0
144,4,3,1.0,0.75
145,8,6,1.625,0.75
146,5,3,1.0,0.6
147,5,3,1.4,0.6
148,3,2,1.0,0.6666666666666666
149,4,4,2.25,1.0
150,10,7,1.5,0.7
151,7,5,1.4285714285714286,0.7142857142857143
152,6,4,1.1666666666666667,0.6666666666666666
153,6,2,0.5,0.3333333333333333
154,3,2,1.3333333333333333,0.6666666666666666
155,4,3,1.5,0.75
157,4,3,1.5,0.75
158,3,2,1.3333333333333333,0.6666666666666666
159,6,4,1.3333333333333333,0.6666666666666666
160,3,3,2.0,1.0
161,2,2,1.5,1.0
162,3,1,1.0,0.3333333333333333
163,5,4,1.8,0.8
164,8,6,1.5,0.75
165,1,1,2.0,1.0
166,4,3,1.75,0.75
167,4,4,2.75,1.0
168,4,3,1.25,0.75
169,8,6,1.75,0.75
170,6,4,1.3333333333333333,0.6666666666666666
171,6,4,1.8333333333333333,0.6666666666666666
172,7,5,1.5714285714285714,0.7142857142857143
173,2,1,1.0,0.5
174,5,2,0.8,0.4
175,1,0,0.0,0.0
176,3,1,0.6666666666666666,0.3333333333333333
177,5,2,1.0,0.4
178,8,4,0.875,0.5
179,10,6,1.4,0.6
180,9,7,1.3333333333333333,0.7777777777777778
181,6,4,1.0,0.6666666666666666
182,2,1,1.5,0.5
183,7,5,1.5714285714285714,0.7142857142857143
184,6,5,1.0,0.8333333333333334
185,3,2,1.0,0.6666666666666666
186,3,2,1.3333333333333333,0.6666666666666666
187,2,2,2.5,1.0
188,5,3,1.4,0.6
189,4,2,1.5,0.5
190,6,6,2.1666666666666665,1.0
191,3,2,1.0,0.6666666666666666
192,4,3,1.0,0.75
193,8,7,2.0,0.875
194,3,2,1.6666666666666667,0.6666666666666666
195,6,5,1.3333333333333333,0.8333333333333334
196,3,1,1.0,0.3333333333333333
197,6,5,2.3333333333333335,0.8333333333333334
198,1,1,1.0,1.0
199,3,3,2.0,1.0
200,5,3,1.2,0.6
201,10,8,1.8,0.8
202,4,3,2.0,0.75
203,5,3,1.4,0.6
204,5,2,0.6,0.4
205,6,5,1.6666666666666667,0.8333333333333334
206,6,5,1.8333333333333333,0.8333333333333334
207,1,1,2.0,1.0
208,5,5,2.2,1.0
209,8,7,1.75,0.875
210,8,6,1.75,0.75
211,5,4,1.0,0.8
212,6,3,1.0,0.5
213,4,1,0.75,0.25
214,3,3,1.6666666666666667,1.0
215,1,1,2.0,1.0
216,5,4,1.4,0.8
217,8,4,0.625,0.5
218,5,3,0.6,0.6
219,3,1,0.3333333333333333,0.3333333333333333
220,9,5,0.6666666666666666,0.5555555555555556
221,5,2,0.8,0.4
222,11,7,1.0909090909090908,0.6363636363636364
223,6,4,1.5,0.6666666666666666
224,5,2,0.6,0.4
225,5,5,2.8,1.0
226,4,3,1.5,0.75
227,5,3,1.4,0.6
228,4,2,1.0,0.5
229,5,2,1.2,0.4
230,4,3,1.25,0.75
231,4,2,1.25,0.5
232,6,4,1.6666666666666667,0.6666666666666666
233,6,6,1.6666666666666667,1.0
234,6,5,1.8333333333333333,0.8333333333333334
235,7,4,1.4285714285714286,0.5714285714285714
236,3,3,2.0,1.0
237,7,6,1.5714285714285714,0.8571428571428571
238,2,1,0.5,0.5
239,2,1,1.0,0.5
240,4,3,1.25,0.75
241,3,3,2.0,1.0
242,7,5,1.4285714285714286,0.7142857142857143
243,4,3,1.5,0.75
244,6,4,1.3333333333333333,0.6666666666666666
245,5,5,1.8,1.0
246,6,3,1.1666666666666667,0.5
247,8,6,1.875,0.75
248,3,2,1.6666666666666667,0.6666666666666666
249,6,5,2.1666666666666665,0.8333333333333334
250,3,2,2.0,0.6666666666666666
251,4,4,2.25,1.0
252,2,1,0.5,0.5
253,15,13,1.8,0.8666666666666667
254,6,5,1.6666666666666667,0.8333333333333334
255,2,2,1.5,1.0
256,2,2,2.0,1.0
257,6,5,2.0,0.8333333333333334
258,5,5,1.8,1.0
259,6,3,1.0,0.5
260,6,4,1.1666666666666667,0.6666666666666666
261,7,6,1.7142857142857142,0.8571428571428571
262,1,0,0.0,0.0
263,4,3,1.0,0.75
264,4,3,1.5,0.75
265,3,3,2.3333333333333335,1.0
266,1,1,3.0,1.0
267,9,9,1.8888888888888888,1.0
268,6,4,1.6666666666666667,0.6666666666666666
269,3,2,1.0,0.6666666666666666
270,2,1,1.0,0.5
271,7,6,1.5714285714285714,0.8571428571428571
272,2,1,1.5,0.5
273,5,4,2.2,0.8
274,3,2,0.6666666666666666,0.6666666666666666
275,4,3,1.5,0.75
276,4,2,0.75,0.5
277,5,4,1.6,0.8
278,3,3,2.6666666666666665,1.0
279,8,8,2.25,1.0
280,3,2,1.3333333333333333,0.6666666666666666
281,6,5,1.5,0.8333333333333334
282,1,1,3.0,1.0
283,4,3,1.5,0.75
284,9,4,1.0,0.4444444444444444
285,3,3,1.6666666666666667,1.0
286,4,3,1.5,0.75
287,4,2,0.5,0.5
288,6,4,1.3333333333333333,0.6666666666666666
289,9,3,0.4444444444444444,0.3333333333333333
290,7,4,1.1428571428571428,0.5714285714285714
291,3,2,1.6666666666666667,0.6666666666666666
292,2,2,2.5,1.0
293,8,7,1.625,0.875
294,6,6,2.1666666666666665,1.0
295,2,2,2.0,1.0
296,11,5,1.1818181818181819,0.45454545454545453
297,5,3,1.6,0.6
298,7,4,1.0,0.5714285714285714
299,4,3,2.0,0.75
300,2,2,1.5,1.0
301,6,6,2.1666666666666665,1.0
302,5,3,1.2,0.6
303,7,4,0.8571428571428571,0.5714285714285714
304,10,7,1.5,0.7
305,6,4,1.3333333333333333,0.6666666666666666
306,8,6,1.375,0.75
307,6,3,0.8333333333333334,0.5
308,4,2,1.0,0.5
309,5,5,2.8,1.0
310,3,2,1.6666666666666667,0.6666666666666666
311,4,3,1.0,0.75
312,2,0,0.0,0.0
313,6,4,1.5,0.6666666666666666
314,5,5,2.4,1.0
315,7,5,1.2857142857142858,0.7142857142857143
316,4,4,2.25,1.0
317,6,3,0.8333333333333334,0.5
318,1,0,0.0,0.0
319,4,2,0.75,0.5
320,3,2,0.6666666666666666,0.6666666666666666
321,5,2,0.8,0.4
322,3,3,1.3333333333333333,1.0
323,5,4,1.8,0.8
324,3,2,1.3333333333333333,0.6666666666666666
325,3,2,1.0,0.6666666666666666
326,7,5,2.0,0.7142857142857143
327,4,4,1.5,1.0
328,5,4,1.4,0.8
329,6,4,1.1666666666666667,0.6666666666666666
330,4,4,2.0,1.0
331,9,5,1.0,0.5555555555555556
332,1,1,2.0,1.0
333,7,4,1.5714285714285714,0.5714285714285714
334,8,5,1.125,0.625
335,2,1,0.5,0.5
336,8,5,1.375,0.625
337,5,4,0.8,0.8
338,4,1,0.25,0.25
339,2,2,1.5,1.0
340,5,2,0.8,0.4
341,6,4,1.3333333333333333,0.6666666666666666
342,7,5,1.7142857142857142,0.7142857142857143
343,2,2,2.0,1.0
344,4,4,1.5,1.0
345,5,4,1.6,0.8
346,7,4,1.1428571428571428,0.5714285714285714
347,4,2,1.0,0.5
348,7,5,1.8571428571428572,0.7142857142857143
349,6,5,2.0,0.8333333333333334
350,6,6,1.6666666666666667,1.0
351,8,4,0.75,0.5
352,7,7,1.7142857142857142,1.0
353,5,4,1.8,0.8
355,3,2,1.3333333333333333,0.6666666666666666
356,4,3,1.5,0.75
357,2,2,2.5,1.0
358,1,1,2.0,1.0
359,1,1,1.0,1.0
360,7,6,2.0,0.8571428571428571
361,7,5,1.0,0.7142857142857143
362,3,3,1.3333333333333333,1.0
363,7,5,1.4285714285714286,0.7142857142857143
364,9,5,1.1111111111111112,0.5555555555555556
365,3,1,0.6666666666666666,0.3333333333333333
366,11,8,1.3636363636363635,0.7272727272727273
367,7,6,1.5714285714285714,0.8571428571428571
368,3,0,0.0,0.0
369,6,4,1.6666666666666667,0.6666666666666666
370,6,5,1.3333333333333333,0.8333333333333334
371,5,3,1.4,0.6
372,2,1,0.5,0.5
373,6,5,1.5,0.8333333333333334
374,3,3,2.3333333333333335,1.0
375,1,1,2.0,1.0
376,6,4,1.0,0.6666666666666666
377,7,5,1.1428571428571428,0.7142857142857143
378,4,3,1.75,0.75
379,8,5,1.75,0.625
380,2,2,2.0,1.0
381,8,4,1.25,0.5
382,3,2,1.3333333333333333,0.6666666666666666
383,3,3,2.0,1.0
384,7,6,1.8571428571428572,0.8571428571428571
385,3,2,1.0,0.6666666666666666
386,11,10,1.5454545454545454,0.9090909090909091
387,4,3,1.5,0.75
388,6,3,1.1666666666666667,0.5
389,7,4,0.8571428571428571,0.5714285714285714
390,7,5,1.4285714285714286,0.7142857142857143
391,4,1,0.75,0.25
392,3,3,2.3333333333333335,1.0
393,7,3,0.8571428571428571,0.42857142857142855
394,7,5,1.4285714285714286,0.7142857142857143
395,2,1,1.0,0.5
396,3,2,0.6666666666666666,0.6666666666666666
398,6,6,2.0,1.0
399,1,0,0.0,0.0
