comment_id,user_id,category,comment_text
479,188,harassment,You're so dumb
480,157,safe,Thank you for sharing
481,220,spam,Click this link to win
482,125,hate_speech,Go back to where you came from
483,55,hate_speech,You people are the worst
484,11,safe,Great work!
485,99,misinformation,Government is hiding aliens
486,194,harassment,You're so dumb
487,218,spam,Click this link to win
488,317,safe,Great work!
489,348,violent_speech,I will hurt you
490,181,safe,Thank you for sharing
491,334,hate_speech,Disgusting group
492,170,safe,Great work!
493,371,violent_speech,I will hurt you
494,370,safe,This is a nice post
495,227,harassment,Nobody likes you
496,333,safe,Thank you for sharing
497,325,harassment,Shut up already
498,232,hate_speech,Go back to where you came from
499,163,harassment,You're so dumb
500,257,violent_speech,You deserve to be attacked
501,379,safe,Thank you for sharing
502,130,harassment,Nobody likes you
503,179,safe,This is a nice post
504,136,hate_speech,You people are the worst
505,110,spam,Buy now!
506,147,harassment,Nobody likes you
507,284,safe,This is a nice post
508,334,safe,Great work!
509,360,violent_speech,You deserve to be attacked
510,237,violent_speech,You deserve to be attacked
511,12,violent_speech,I will hurt you
512,375,harassment,Nobody likes you
513,183,harassment,Shut up already
514,117,hate_speech,You people are the worst
515,24,hate_speech,Disgusting group
516,249,hate_speech,Go back to where you came from
517,48,hate_speech,Disgusting group
518,210,misinformation,Government is hiding aliens
519,76,hate_speech,You people are the worst
520,73,safe,This is a nice post
521,169,spam,Click this link to win
522,389,safe,Great work!
523,217,harassment,Shut up already
524,172,safe,Thank you for sharing
525,301,spam,Buy now!
526,386,hate_speech,Disgusting group
527,298,safe,Thank you for sharing
528,226,spam,Buy now!
529,41,harassment,Shut up already
530,202,safe,Thank you for sharing
531,273,hate_speech,You people are the worst
532,46,misinformation,Breaking fake news
533,173,harassment,Nobody likes you
534,241,harassment,Nobody likes you
535,27,safe,Thank you for sharing
536,121,safe,Thank you for sharing
537,45,hate_speech,Go back to where you came from
538,150,harassment,Shut up already
539,58,spam,Visit our site for free gifts
540,351,safe,Thank you for sharing
541,298,harassment,You're so dumb
542,206,hate_speech,You people are the worst
543,323,spam,Click this link to win
544,104,harassment,You're so dumb
545,2,safe,Great work!
546,225,violent_speech,Someone should beat you
547,394,safe,Thank you for sharing
548,278,hate_speech,Disgusting group
549,162,violent_speech,You deserve to be attacked
550,373,spam,Visit our site for free gifts
551,116,harassment,You're so dumb
552,208,harassment,Nobody likes you
553,120,misinformation,Government is hiding aliens
554,296,safe,Thank you for sharing
555,230,safe,Great work!
556,289,spam,Click this link to win
557,373,safe,This is a nice post
558,169,hate_speech,Disgusting group
559,57,misinformation,Vaccines cause tracking
560,39,misinformation,Breaking fake news
561,244,safe,Thank you for sharing
562,43,hate_speech,Go back to where you came from
563,370,spam,Click this link to win
564,340,hate_speech,Disgusting group
565,190,misinformation,Government is hiding aliens
566,210,violent_speech,I will hurt you
567,69,violent_speech,Someone should beat you
568,151,violent_speech,You deserve to be attacked
569,385,harassment,You're so dumb
570,113,spam,Visit our site for free gifts
571,295,spam,Visit our site for free gifts
572,125,misinformation,Vaccines cause tracking
573,179,safe,Thank you for sharing
574,18,harassment,You're so dumb
575,314,harassment,Nobody likes you
576,127,safe,Thank you for sharing
577,116,safe,Thank you for sharing
578,95,spam,Click this link to win
579,102,harassment,You're so dumb
580,235,violent_speech,Someone should beat you
581,14,spam,Buy now!
582,211,harassment,Nobody likes you
583,326,safe,This is a nice post
584,98,safe,Great work!
585,195,harassment,Nobody likes you
586,238,safe,Great work!
587,49,safe,Great work!
588,138,safe,Thank you for sharing
589,200,misinformation,Vaccines cause tracking
590,41,violent_speech,You deserve to be attacked
591,265,violent_speech,I will hurt you
592,364,safe,Great work!
593,253,misinformation,Vaccines cause tracking
594,169,safe,This is a nice post
595,35,safe,This is a nice post
596,24,safe,Great work!
597,367,misinformation,Government is hiding aliens
598,267,spam,Buy now!
599,111,violent_speech,You deserve to be attacked
600,100,violent_speech,You deserve to be attacked
601,209,misinformation,Vaccines cause tracking
602,46,misinformation,Breaking fake news
603,206,misinformation,Breaking fake news
604,89,hate_speech,Disgusting group
605,348,violent_speech,I will hurt you
606,345,harassment,Nobody likes you
607,384,misinformation,Breaking fake news
608,363,hate_speech,Go back to where you came from
609,76,hate_speech,Disgusting group
610,219,safe,Thank you for sharing
611,96,violent_speech,You deserve to be attacked
612,56,harassment,You're so dumb
613,184,safe,Thank you for sharing
614,207,harassment,Shut up already
615,384,harassment,Shut up already
616,229,violent_speech,Someone should beat you
617,214,violent_speech,You deserve to be attacked
618,166,safe,This is a nice post
619,133,safe,Great work!
620,276,spam,Visit our site for free gifts
621,39,spam,Buy now!
622,91,hate_speech,Go back to where you came from
623,366,spam,Buy now!
624,246,safe,Great work!
625,59,spam,Click this link to win
626,152,spam,Visit our site for free gifts
627,110,hate_speech,Disgusting group
628,301,harassment,Nobody likes you
629,360,harassment,Nobody likes you
630,192,harassment,You're so dumb
631,296,safe,Thank you for sharing
632,204,safe,Thank you for sharing
633,277,spam,Visit our site for free gifts
634,217,spam,Click this link to win
635,224,spam,Buy now!
636,312,safe,This is a nice post
637,200,violent_speech,I will hurt you
638,39,hate_speech,You people are the worst
639,233,spam,Click this link to win
640,399,safe,This is a nice post
641,149,misinformation,Government is hiding aliens
642,109,safe,This is a nice post
643,380,hate_speech,Disgusting group
644,309,violent_speech,Someone should beat you
645,261,violent_speech,You deserve to be attacked
646,163,hate_speech,You people are the worst
647,351,safe,This is a nice post
648,289,safe,This is a nice post
649,217,spam,Buy now!
650,326,harassment,Nobody likes you
651,290,hate_speech,Go back to where you came from
652,27,safe,This is a nice post
653,120,safe,Thank you for sharing
654,67,harassment,You're so dumb
655,14,misinformation,Breaking fake news
656,378,harassment,You're so dumb
657,38,spam,Visit our site for free gifts
658,92,spam,Buy now!
659,59,hate_speech,Disgusting group
660,63,safe,Thank you for sharing
661,328,safe,Great work!
662,159,misinformation,Breaking fake news
663,331,harassment,Shut up already
664,120,safe,Great work!
665,177,hate_speech,Disgusting group
666,281,spam,Visit our site for free gifts
667,340,safe,Great work!
668,326,hate_speech,You people are the worst
669,315,harassment,You're so dumb
670,338,spam,Visit our site for free gifts
671,112,violent_speech,Someone should beat you
672,267,harassment,Nobody likes you
673,39,hate_speech,Disgusting group
674,208,harassment,You're so dumb
675,245,misinformation,Government is hiding aliens
676,90,violent_speech,You deserve to be attacked
677,348,safe,Great work!
678,76,safe,This is a nice post
679,5,hate_speech,Go back to where you came from
680,149,hate_speech,Disgusting group
681,181,safe,Thank you for sharing
682,264,harassment,Shut up already
683,193,violent_speech,I will hurt you
684,58,safe,This is a nice post
685,231,misinformation,Breaking fake news
686,13,hate_speech,Disgusting group
687,140,spam,Click this link to win
688,123,spam,Buy now!
689,377,safe,Thank you for sharing
690,298,safe,Thank you for sharing
691,122,violent_speech,I will hurt you
692,49,hate_speech,Go back to where you came from
693,185,harassment,You're so dumb
694,244,violent_speech,You deserve to be attacked
695,31,spam,Click this link to win
696,83,harassment,Nobody likes you
697,105,safe,Great work!
698,144,spam,Buy now!
699,59,harassment,You're so dumb
700,3,spam,Visit our site for free gifts
701,178,safe,Thank you for sharing
702,396,spam,Visit our site for free gifts
703,137,hate_speech,Disgusting group
704,345,harassment,Shut up already
705,363,misinformation,Vaccines cause tracking
706,53,harassment,You're so dumb
707,108,safe,Thank you for sharing
708,332,harassment,Nobody likes you
709,205,hate_speech,You people are the worst
710,250,safe,This is a nice post
711,37,harassment,Nobody likes you
712,378,violent_speech,Someone should beat you
713,247,violent_speech,Someone should beat you
714,389,safe,Thank you for sharing
715,208,spam,Click this link to win
716,62,spam,Buy now!
717,15,safe,Great work!
718,158,harassment,You're so dumb
719,386,spam,Buy now!
720,76,safe,Great work!
721,89,spam,Visit our site for free gifts
722,384,harassment,Shut up already
723,254,harassment,You're so dumb
724,193,harassment,You're so dumb
725,154,safe,This is a nice post
726,223,harassment,You're so dumb
727,4,safe,This is a nice post
728,55,misinformation,Government is hiding aliens
729,104,safe,This is a nice post
730,158,safe,Great work!
731,303,safe,This is a nice post
732,316,misinformation,Breaking fake news
733,309,violent_speech,You deserve to be attacked
734,231,hate_speech,Disgusting group
735,57,safe,Great work!
736,164,violent_speech,You deserve to be attacked
737,331,harassment,Shut up already
738,176,harassment,Shut up already
739,361,harassment,Shut up already
740,17,violent_speech,You deserve to be attacked
741,381,safe,This is a nice post
742,113,harassment,You're so dumb
743,217,spam,Buy now!
744,85,hate_speech,Disgusting group
745,388,safe,Great work!
746,142,safe,Thank you for sharing
747,222,spam,Visit our site for free gifts
748,394,spam,Click this link to win
749,273,safe,Thank you for sharing
750,284,safe,Thank you for sharing
751,352,violent_speech,I will hurt you
752,370,harassment,Shut up already
753,203,harassment,Shut up already
754,145,hate_speech,Go back to where you came from
755,14,safe,This is a nice post
756,313,harassment,You're so dumb
757,10,safe,Thank you for sharing
758,126,safe,This is a nice post
759,333,violent_speech,You deserve to be attacked
760,292,violent_speech,I will hurt you
761,352,spam,Click this link to win
762,378,misinformation,Breaking fake news
763,130,safe,Great work!
764,25,misinformation,Government is hiding aliens
765,398,violent_speech,Someone should beat you
766,289,safe,This is a nice post
767,231,safe,This is a nice post
768,85,spam,Click this link to win
769,318,safe,Thank you for sharing
770,213,violent_speech,You deserve to be attacked
771,57,violent_speech,Someone should beat you
772,257,harassment,Nobody likes you
773,398,spam,Buy now!
774,146,spam,Buy now!
775,250,violent_speech,You deserve to be attacked
776,204,spam,Click this link to win
777,26,safe,This is a nice post
778,363,safe,Great work!
779,260,spam,Visit our site for free gifts
780,296,safe,Thank you for sharing
781,66,safe,This is a nice post
782,22,spam,Click this link to win
783,35,spam,Click this link to win
784,352,harassment,Shut up already
785,62,harassment,Shut up already
786,137,spam,Click this link to win
787,46,harassment,Nobody likes you
788,238,spam,Buy now!
789,369,safe,Thank you for sharing
790,120,spam,Click this link to win
791,284,harassment,Nobody likes you
792,97,safe,Great work!
793,284,violent_speech,Someone should beat you
794,210,violent_speech,Someone should beat you
795,240,spam,Buy now!
796,307,spam,Visit our site for free gifts
797,390,hate_speech,Disgusting group
798,124,violent_speech,You deserve to be attacked
799,51,safe,This is a nice post
800,227,hate_speech,Go back to where you came from
801,243,safe,Thank you for sharing
802,190,violent_speech,You deserve to be attacked
803,43,safe,This is a nice post
804,222,spam,Click this link to win
805,100,harassment,Nobody likes you
806,136,harassment,You're so dumb
807,350,violent_speech,Someone should beat you
808,338,safe,Thank you for sharing
809,333,hate_speech,Disgusting group
810,210,safe,Thank you for sharing
811,111,safe,Thank you for sharing
812,294,hate_speech,Disgusting group
813,172,harassment,Shut up already
814,59,safe,Great work!
815,284,safe,Thank you for sharing
816,70,spam,Click this link to win
817,99,safe,This is a nice post
818,346,safe,Great work!
819,18,violent_speech,I will hurt you
820,165,misinformation,Government is hiding aliens
821,367,violent_speech,I will hurt you
822,384,spam,Buy now!
823,230,spam,Visit our site for free gifts
824,364,hate_speech,You people are the worst
825,273,hate_speech,You people are the worst
826,304,safe,Thank you for sharing
827,164,safe,Thank you for sharing
828,355,misinformation,Vaccines cause tracking
829,193,violent_speech,I will hurt you
830,28,misinformation,Vaccines cause tracking
831,9,safe,Thank you for sharing
832,102,spam,Visit our site for free gifts
833,369,harassment,Nobody likes you
834,249,misinformation,Breaking fake news
835,392,spam,Buy now!
836,26,safe,Thank you for sharing
837,51,violent_speech,You deserve to be attacked
838,309,violent_speech,Someone should beat you
839,71,safe,Great work!
840,261,harassment,You're so dumb
841,314,hate_speech,Disgusting group
842,336,safe,Thank you for sharing
843,281,spam,Click this link to win
844,59,hate_speech,You people are the worst
845,48,safe,Thank you for sharing
846,7,hate_speech,Go back to where you came from
847,237,misinformation,Government is hiding aliens
848,140,safe,Thank you for sharing
849,366,misinformation,Government is hiding aliens
850,296,hate_speech,Go back to where you came from
851,190,harassment,You're so dumb
852,141,harassment,Nobody likes you
853,283,spam,Click this link to win
854,270,misinformation,Vaccines cause tracking
855,18,harassment,You're so dumb
856,274,spam,Click this link to win
857,53,safe,Thank you for sharing
858,21,safe,This is a nice post
859,8,safe,Great work!
860,286,hate_speech,You people are the worst
861,120,harassment,Shut up already
862,102,spam,Click this link to win
863,2,harassment,You're so dumb
864,183,harassment,Shut up already
865,320,spam,Visit our site for free gifts
866,180,spam,Visit our site for free gifts
867,210,safe,This is a nice post
868,244,spam,Visit our site for free gifts
869,296,hate_speech,You people are the worst
870,174,safe,This is a nice post
871,76,harassment,You're so dumb
872,94,spam,Buy now!
873,50,violent_speech,Someone should beat you
874,223,safe,Great work!
875,347,harassment,You're so dumb
876,36,spam,Visit our site for free gifts
877,293,spam,Buy now!
878,33,harassment,You're so dumb
879,264,hate_speech,Disgusting group
880,302,safe,This is a nice post
881,361,spam,Click this link to win
882,283,safe,This is a nice post
883,85,harassment,Shut up already
884,94,spam,Click this link to win
885,234,hate_speech,You people are the worst
